
  3  8   1 	0.047178037425-0.1250053854i  0.072047709955-0.1324125308i 	0.092995254965-0.2489039626i  0.050938937330-0.2325456597i 	0.212375273634-0.2789041638i  0.132710433378-0.2614413394i
  3  8  -1 	-0.038159695234-0.0675385582i  -0.034133127345-0.0729479366i 	-0.090652299434-0.1109692678i  -0.067420371353-0.1466819296i 	-0.078934027834-0.1311506509i  -0.046577043746-0.1695343683i
  3  9   1 	0.007674131481-0.1075218258i  0.025844281109-0.1166655651i 	0.010918487908-0.2118537975i  -0.012558266249-0.1968910518i 	0.092995254965-0.2489039626i  0.050938937330-0.2325456597i
  3  9  -1 	-0.045696222382-0.0548478773i  -0.042082005674-0.0614707787i 	-0.100860766956-0.0863070846i  -0.086413959055-0.1186543353i 	-0.090652299434-0.1109692678i  -0.067420371353-0.1466819296i
  3 10   1 	-0.020466042607-0.0873909868i  -0.007670056229-0.0977141121i 	-0.045363910593-0.1699987784i  -0.058463623862-0.1566624583i 	0.010918487908-0.2118537975i  -0.012558266249-0.1968910518i
  3 10  -1 	-0.051352681180-0.0403909412i  -0.048831625927-0.0477817906i 	-0.107252670986-0.0588593347i  -0.100428751884-0.0872997450i 	-0.100860766956-0.0863070846i  -0.086413959055-0.1186543353i
  4  2  -1 	0.034422224486-0.1125014025i  0.057664113255-0.1202628559i 	0.015076204419-0.1993217581i  0.092086337656-0.2327642584i 	0.092086337656-0.2327642584i  0.210375495898-0.2608055821i
  4  3  -1 	-0.000316995528-0.0952081812i  0.015393159719-0.1041135760i 	-0.037182153329-0.1622053259i  0.015076204419-0.1993217581i 	0.015076204419-0.1993217581i  0.092086337656-0.2327642584i
  4  4  -1 	-0.023897914268-0.0763057774i  -0.013283667588-0.0858995554i 	-0.071564921382-0.1232896729i  -0.037182153329-0.1622053259i 	-0.037182153329-0.1622053259i  0.015076204419-0.1993217581i
  4  5   1 	0.489126717806-0.1591258271i  0.671046062009-0.1486864686i 	1.461820495559-0.3204657450i  0.590058868165-0.3108996507i 	4.974421250339-0.2996157083i  1.047690461083-0.2951452773i
  4  5  -1 	-0.039009120008-0.0663369732i  -0.032440333405-0.0665468416i 	-0.090909158903-0.1107735173i  -0.062545108778-0.1528564493i 	-0.071564921382-0.1232896729i  -0.037182153329-0.1622053259i
  4  6   1 	0.282161133429-0.1549673016i  0.387848036087-0.1577323545i 	0.575025731439-0.3093738216i  0.387712633064-0.3000071551i 	1.461820495559-0.3204657450i  0.590058868165-0.3108996507i
  4  6  -1 	-0.040717035123-0.0637264435i  -0.039594462202-0.0654615032i 	-0.093955641586-0.1043766841i  -0.068614317807-0.1454472160i 	-0.090909158903-0.1107735173i  -0.062545108778-0.1528564493i
  4  7   1 	0.145430096869-0.1455166305i  0.203037625950-0.1508740439i 	0.272424670868-0.2878808669i  0.212375273634-0.2789041638i 	0.575025731439-0.3093738216i  0.387712633064-0.3000071551i
  4  7  -1 	-0.044177910461-0.0578182450i  -0.042286078892-0.0611632346i 	-0.098994360493-0.0920562763i  -0.078934027834-0.1311506509i 	-0.093955641586-0.1043766841i  -0.068614317807-0.1454472160i
  4  8   1 	0.068166237230-0.1313613770i  0.102047062851-0.1389785900i 	0.119749103582-0.2573174378i  0.092995254965-0.2489039626i 	0.272424670868-0.2878808669i  0.212375273634-0.2789041638i
  4  8  -1 	-0.048343060104-0.0490371628i  -0.046247958900-0.0537518384i 	-0.104293474894-0.0747204639i  -0.090652299434-0.1109692678i 	-0.098994360493-0.0920562763i  -0.078934027834-0.1311506509i
  4  9   1 	0.018812792681-0.1133732952i  0.040983151067-0.1227824893i 	0.024835262770-0.2195554369i  0.010918487908-0.2118537975i 	0.119749103582-0.2573174378i  0.092995254965-0.2489039626i
  4  9  -1 	-0.052016233754-0.0380104972i  -0.050312405448-0.0437586839i 	-0.107972091051-0.0536389032i  -0.100860766956-0.0863070846i 	-0.104293474894-0.0747204639i  -0.090652299434-0.1109692678i
  4 10   1 	-0.014313236168-0.0926441007i  0.000607211558-0.1032766146i 	-0.037801833973-0.1768706086i  -0.045363910593-0.1699987784i 	0.024835262770-0.2195554369i  0.010918487908-0.2118537975i
  4 10  -1 	-0.054158310889-0.0255181309i  -0.053332012719-0.0318944525i 	-0.108441316563-0.0303404864i  -0.107252670986-0.0588593347i 	-0.107972091051-0.0536389032i  -0.100860766956-0.0863070846i
  5  1   1 	0.057664113255-0.1202628559i  -0.034422224486+0.1125014025i 	0.139403868206-0.2463914745i  0.210375495898-0.2608055821i 	0.047343439689-0.2155318195i  0.092086337656-0.2327642584i
  5  2   1 	0.123786333980-0.1335092136i  0.086589161921-0.1272963686i 	0.286066127044-0.2710940212i  0.423071083670-0.2819738287i 	0.139403868206-0.2463914745i  0.210375495898-0.2608055821i
  5  2  -1 	-0.000316995528-0.0952081812i  0.015393159719-0.1041135760i 	-0.014977509535-0.1801241788i  0.015076204419-0.1993217581i 	0.047343439689-0.2155318195i  0.092086337656-0.2327642584i
  5  3   1 	0.248832721530-0.1431548545i  0.174238362151-0.1388189741i 	0.573469535993-0.2883337597i  1.047690461083-0.2951452773i 	0.286066127044-0.2710940212i  0.423071083670-0.2819738287i
  5  3  -1 	-0.023897914268-0.0763057774i  -0.013283667588-0.0858995554i 	-0.057105241856-0.1419801060i  -0.037182153329-0.1622053259i 	-0.014977509535-0.1801241788i  0.015076204419-0.1993217581i
  5  4   1 	0.671046062009-0.1486864686i  0.376644399653-0.1464588087i 	1.331455477258-0.2971911041i  4.974421250339-0.2996157083i 	0.573469535993-0.2883337597i  1.047690461083-0.2951452773i
  5  4  -1 	-0.039124376144-0.0567428128i  -0.032440333405-0.0665468416i 	-0.083636048932-0.1030007975i  -0.071564921382-0.1232896729i 	-0.057105241856-0.1419801060i  -0.037182153329-0.1622053259i
  5  5   1 	2.560024663367-0.1615399015i  2.487210625169-0.1498078541i 	5.120049326735-0.3230798030i  1.461820495559-0.3204657450i 	1.331455477258-0.2971911041i  4.974421250339-0.2996157083i
  5  5  -1 	-0.049762671289-0.0453893367i  -0.044122590268-0.0470119983i 	-0.099525541924-0.0907785735i  -0.090909158903-0.1107735173i 	-0.083636048932-0.1030007975i  -0.071564921382-0.1232896729i
  5  6   1 	0.372308946281-0.1573436259i  0.669039944227-0.1601337984i 	1.041348889854-0.3174774243i  0.575025731439-0.3093738216i 	5.120049326735-0.3230798030i  1.461820495559-0.3204657450i
  5  6  -1 	-0.050524788337-0.0431674299i  -0.050026007826-0.0446439383i 	-0.100550959208-0.0878112725i  -0.093955641586-0.1043766841i 	-0.099525541924-0.0907785735i  -0.090909158903-0.1107735173i
  5  7   1 	0.166666156529-0.1478065078i  0.242773475893-0.1532130406i 	0.409439632412-0.3010195483i  0.272424670868-0.2878808669i 	1.041348889854-0.3174774243i  0.575025731439-0.3093738216i
  5  7  -1 	-0.051995364360-0.0381476179i  -0.051205819724-0.0409880931i 	-0.103201260608-0.0791356272i  -0.098994360493-0.0920562763i 	-0.100550959208-0.0878112725i  -0.093955641586-0.1043766841i
  5  8   1 	0.076612323218-0.1335199447i  0.114901114661-0.1412081019i 	0.191513437875-0.2747280466i  0.119749103582-0.2573174378i 	0.409439632412-0.3010195483i  0.272424670868-0.2878808669i
  5  8  -1 	-0.053540026818-0.0307116358i  -0.052805326958-0.0347002428i 	-0.106345338411-0.0654118136i  -0.104293474894-0.0747204639i 	-0.103201260608-0.0791356272i  -0.098994360493-0.0920562763i
  5  9   1 	0.023015456521-0.1153614547i  0.046840321901-0.1248603129i 	0.069855778338-0.2402217676i  0.024835262770-0.2195554369i 	0.191513437875-0.2747280466i  0.119749103582-0.2573174378i
  5  9  -1 	-0.054401757694-0.0214222313i  -0.054102785246-0.0262575428i 	-0.108504461552-0.0476797331i  -0.107972091051-0.0536389032i 	-0.106345338411-0.0654118136i  -0.104293474894-0.0747204639i
  5 10   1 	-0.012049973621-0.0944301178i  0.003680963486-0.1051671578i 	-0.008368971505-0.1995972763i  -0.037801833973-0.1768706086i 	0.069855778338-0.2402217676i  0.024835262770-0.2195554369i
  5 10  -1 	-0.053892429357-0.0109771318i  -0.054354681852-0.0162967627i 	-0.108246996600-0.0272738807i  -0.108441316563-0.0303404864i 	-0.108504461552-0.0476797331i  -0.107972091051-0.0536389032i
  6  1   1 	0.050053335375-0.1179747258i  -0.028909862658+0.1102978180i 	0.105474420455-0.2371626208i  0.139403868206-0.2463914745i 	0.029212868916-0.2069738836i  0.047343439689-0.2155318195i
  6  2   1 	0.107280426432-0.1310788762i  0.075685315866-0.1249324164i 	0.212060301992-0.2613383499i  0.286066127044-0.2710940212i 	0.105474420455-0.2371626208i  0.139403868206-0.2463914745i
  6  2  -1 	-0.003385917790-0.0931966355i  0.011305978201-0.1020024714i 	-0.025268236368-0.1723562723i  -0.014977509535-0.1801241788i 	0.029212868916-0.2069738836i  0.047343439689-0.2155318195i
  6  3   1 	0.198868973698-0.1406224803i  0.147160396712-0.1363323173i 	0.358216651305-0.2782152789i  0.573469535993-0.2883337597i 	0.212060301992-0.2613383499i  0.286066127044-0.2710940212i
  6  3  -1 	-0.025628417981-0.0745108961i  -0.015595311146-0.0839937361i 	-0.062872246086-0.1350924872i  -0.057105241856-0.1419801060i 	-0.025268236368-0.1723562723i  -0.014977509535-0.1801241788i
  6  4   1 	0.350393564448-0.1460961106i  0.266783399663-0.1438917565i 	0.508002036681-0.2868876685i  1.331455477258-0.2971911041i 	0.358216651305-0.2782152789i  0.573469535993-0.2883337597i
  6  4  -1 	-0.040032747228-0.0551814634i  -0.033714067896-0.0648671206i 	-0.086542106630-0.0970523990i  -0.083636048932-0.1030007975i 	-0.062872246086-0.1350924872i  -0.057105241856-0.1419801060i
  6  5   1 	0.669039944227-0.1601337984i  0.422201524852-0.1472057868i 	1.041348889854-0.3174774243i  5.120049326735-0.3230798030i 	0.508002036681-0.2868876685i  1.331455477258-0.2971911041i
  6  5  -1 	-0.050026007826-0.0446439383i  -0.044735210329-0.0455712110i 	-0.100550959208-0.0878112725i  -0.099525541924-0.0907785735i 	-0.086542106630-0.0970523990i  -0.083636048932-0.1030007975i
  6  6   1 	2.560024663367-0.1615399015i  2.560024663367-0.1615399015i
  6  6  -1 	-0.049762671289-0.0453893367i  -0.049762671289-0.0453893367i 	-0.099525541924-0.0907785735i  -0.100550959208-0.0878112725i 	-0.100550959208-0.0878112725i  -0.099525541924-0.0907785735i
  6  7   1 	0.372308946281-0.1573436259i  0.669039944227-0.1601337984i 	1.041348890508-0.3174774243i  0.409439632412-0.3010195483i 	5.120049326735-0.3230798030i  1.041348890508-0.3174774243i
  6  7  -1 	-0.050524788337-0.0431674299i  -0.050026007826-0.0446439383i 	-0.100550959208-0.0878112725i  -0.103201260608-0.0791356272i 	-0.099525541924-0.0907785735i  -0.100550959208-0.0878112725i
  6  8   1 	0.166666156529-0.1478065078i  0.242773475893-0.1532130406i 	0.409439632423-0.3010195483i  0.191513437875-0.2747280466i 	1.041348889854-0.3174774243i  0.409439632423-0.3010195483i
  6  8  -1 	-0.051995364360-0.0381476179i  -0.051205819724-0.0409880931i 	-0.103201260608-0.0791356272i  -0.106345338411-0.0654118136i 	-0.100550959208-0.0878112725i  -0.103201260608-0.0791356272i
  6  9   1 	0.076612323218-0.1335199447i  0.114901114661-0.1412081019i 	0.191513437879-0.2747280466i  0.069855778338-0.2402217676i 	0.409439632412-0.3010195483i  0.191513437879-0.2747280466i
  6  9  -1 	-0.053540026818-0.0307116358i  -0.052805326958-0.0347002428i 	-0.106345338411-0.0654118136i  -0.108504461552-0.0476797331i 	-0.103201260608-0.0791356272i  -0.106345338411-0.0654118136i
  6 10   1 	0.023015456521-0.1153614547i  0.046840321901-0.1248603129i 	0.069855778422-0.2402217676i  -0.008368971505-0.1995972763i 	0.191513437875-0.2747280466i  0.069855778422-0.2402217676i
  6 10  -1 	-0.054401757694-0.0214222313i  -0.054102785246-0.0262575428i 	-0.108504461552-0.0476797331i  -0.108246996600-0.0272738807i 	-0.106345338411-0.0654118136i  -0.108504461552-0.0476797331i
  7  1   1 	0.031213986189-0.1112585202i  -0.014796983278+0.1038313878i 	0.055411176561-0.2192988478i  0.105474420455-0.2371626208i 	-0.000082889029-0.1904212930i  0.029212868916-0.2069738836i
  7  2   1 	0.071403801227-0.1239424933i  0.050038896825-0.1179921882i 	0.122732016951-0.2424447275i  0.212060301992-0.2613383499i 	0.055411176561-0.2192988478i  0.105474420455-0.2371626208i
  7  2  -1 	-0.011538381232-0.0872974602i  0.000605257611-0.0958092286i 	-0.042570484906-0.1573472442i  -0.025268236368-0.1723562723i 	-0.000082889029-0.1904212930i  0.029212868916-0.2069738836i
  7  3   1 	0.120943023569-0.1331845736i  0.095240777706-0.1290295115i 	0.193970362129-0.2586122995i  0.358216651305-0.2782152789i 	0.122732016951-0.2424447275i  0.212060301992-0.2613383499i
  7  3  -1 	-0.030283829310-0.0692515511i  -0.021789926098-0.0784068041i 	-0.072656964217-0.1218026037i  -0.062872246086-0.1350924872i 	-0.042570484906-0.1573472442i  -0.025268236368-0.1723562723i
  7  4   1 	0.168975891000-0.1384868459i  0.146740975936-0.1363513679i 	0.245485126877-0.2669230342i  0.508002036681-0.2868876685i 	0.193970362129-0.2586122995i  0.358216651305-0.2782152789i
  7  4  -1 	-0.042457706625-0.0506115339i  -0.037137677133-0.0599477748i 	-0.091348105088-0.0855957920i  -0.086542106630-0.0970523990i 	-0.072656964217-0.1218026037i  -0.062872246086-0.1350924872i
  7  5   1 	0.242773475893-0.1532130406i  0.182309558843-0.1395619169i 	0.409439632412-0.3010195483i  1.041348889854-0.3174774243i 	0.245485126877-0.2669230342i  0.508002036681-0.2868876685i
  7  5  -1 	-0.051205819724-0.0409880931i  -0.046343682544-0.0413570914i 	-0.103201260608-0.0791356272i  -0.100550959208-0.0878112725i 	-0.091348105088-0.0855957920i  -0.086542106630-0.0970523990i
  7  6  -1 	-0.050026007826-0.0446439383i  -0.050524788337-0.0431674299i 	-0.100550959208-0.0878112725i  -0.099525541924-0.0907785735i 	-0.103201260608-0.0791356272i  -0.100550959208-0.0878112725i
  7  7  -1 	-0.049762671289-0.0453893367i  -0.049762671289-0.0453893367i 	-0.099525541924-0.0907785735i  -0.100550959208-0.0878112725i 	-0.100550959208-0.0878112725i  -0.099525541924-0.0907785735i
  7  8  -1 	-0.050524788337-0.0431674299i  -0.050026007826-0.0446439383i 	-0.100550959208-0.0878112725i  -0.103201260608-0.0791356272i 	-0.099525541924-0.0907785735i  -0.100550959208-0.0878112725i
  7  9  -1 	-0.051995364360-0.0381476179i  -0.051205819724-0.0409880931i 	-0.103201260608-0.0791356272i  -0.106345338411-0.0654118136i 	-0.100550959208-0.0878112725i  -0.103201260608-0.0791356272i
  7 10  -1 	-0.053540026818-0.0307116358i  -0.052805326958-0.0347002428i 	-0.106345338411-0.0654118136i  -0.108504461552-0.0476797331i 	-0.103201260608-0.0791356272i  -0.106345338411-0.0654118136i
  8  1   1 	0.008571784138-0.1005475688i  0.002941652111+0.0935240820i 	0.005252880406-0.1939431256i  0.055411176561-0.2192988478i 	-0.032107046544-0.1669577505i  -0.000082889029-0.1904212930i
  8  2   1 	0.034414089867-0.1125523515i  0.021117819667-0.1069191437i 	0.046386851035-0.2156023751i  0.122732016951-0.2424447275i 	0.005252880406-0.1939431256i  0.055411176561-0.2192988478i
  8  2  -1 	-0.022318823833-0.0779065666i  -0.013265031922-0.0859433188i 	-0.062225563294-0.1361097819i  -0.042570484906-0.1573472442i 	-0.032107046544-0.1669577505i  -0.000082889029-0.1904212930i
  8  3   1 	0.061100934644-0.1213069160i  0.047987576940-0.1173703025i 	0.084237098976-0.2307456241i  0.193970362129-0.2586122995i 	0.046386851035-0.2156023751i  0.122732016951-0.2424447275i
  8  3  -1 	-0.036523330205-0.0608937699i  -0.030071787779-0.0695201558i 	-0.083741121287-0.1030427567i  -0.072656964217-0.1218026037i 	-0.062225563294-0.1361097819i  -0.042570484906-0.1573472442i
  8  4   1 	0.081545224064-0.1263320866i  0.072711821770-0.1243079912i 	0.107952005255-0.2385340355i  0.245485126877-0.2669230342i 	0.084237098976-0.2307456241i  0.193970362129-0.2586122995i
  8  4  -1 	-0.045617596204-0.0433661861i  -0.041693520972-0.0521387164i 	-0.096409623164-0.0694756817i  -0.091348105088-0.0855957920i 	-0.083741121287-0.1030427567i  -0.072656964217-0.1218026037i
  8  5   1 	0.114901114661-0.1412081019i  0.086357992839-0.1273511938i 	0.191513437875-0.2747280466i  0.409439632412-0.3010195483i 	0.107952005255-0.2385340355i  0.245485126877-0.2669230342i
  8  5  -1 	-0.052805326958-0.0347002428i  -0.048342955259-0.0346855298i 	-0.106345338411-0.0654118136i  -0.103201260608-0.0791356272i 	-0.096409623164-0.0694756817i  -0.091348105088-0.0855957920i
  8  6  -1 	-0.051205819724-0.0409880931i  -0.051995364360-0.0381476179i 	-0.103201260608-0.0791356272i  -0.100550959208-0.0878112725i 	-0.106345338411-0.0654118136i  -0.103201260608-0.0791356272i
  8  7  -1 	-0.050026007826-0.0446439383i  -0.050524788337-0.0431674299i 	-0.100550959208-0.0878112725i  -0.099525541924-0.0907785735i 	-0.103201260608-0.0791356272i  -0.100550959208-0.0878112725i
  8  8  -1 	-0.049762671289-0.0453893367i  -0.049762671289-0.0453893367i 	-0.099525541924-0.0907785735i  -0.100550959208-0.0878112725i 	-0.100550959208-0.0878112725i  -0.099525541924-0.0907785735i
  8  9  -1 	-0.050524788337-0.0431674299i  -0.050026007826-0.0446439383i 	-0.100550959208-0.0878112725i  -0.103201260608-0.0791356272i 	-0.099525541924-0.0907785735i  -0.100550959208-0.0878112725i
  8 10  -1 	-0.051995364360-0.0381476179i  -0.051205819724-0.0409880931i 	-0.103201260608-0.0791356272i  -0.106345338411-0.0654118136i 	-0.100550959208-0.0878112725i  -0.103201260608-0.0791356272i
  9  1   1 	-0.012564281507-0.0865275900i  0.020101462464+0.0800434337i 	-0.037168429856-0.1627017120i  0.005252880406-0.1939431256i 	-0.060740539302-0.1381045630i  -0.032107046544-0.1669577505i
  9  2   1 	0.003474152029-0.0976245356i  -0.004612092637-0.0924152268i 	-0.012465136791-0.1824832516i  0.046386851035-0.2156023751i 	-0.037168429856-0.1627017120i  0.005252880406-0.1939431256i
  9  2  -1 	-0.033157672525-0.0656497578i  -0.027015347317-0.0730522493i 	-0.080065214996-0.1100641078i  -0.062225563294-0.1361097819i 	-0.060740539302-0.1381045630i  -0.032107046544-0.1669577505i
  9  3   1 	0.018520319803-0.1057272153i  0.011331997408-0.1020827278i 	0.008778935582-0.1963322789i  0.084237098976-0.2307456241i 	-0.012465136791-0.1824832516i  0.046386851035-0.2156023751i
  9  3  -1 	-0.042763549353-0.0500155277i  -0.038427988371-0.0579363611i 	-0.093383318108-0.0801186077i  -0.083741121287-0.1030427567i 	-0.080065214996-0.1100641078i  -0.062225563294-0.1361097819i
  9  4   1 	0.028910027852-0.1103817675i  0.024544102187-0.1085066519i 	0.021292331594-0.2034606749i  0.107952005255-0.2385340355i 	0.008778935582-0.1963322789i  0.084237098976-0.2307456241i
