
  9  4  -1 	-0.048523499375-0.0339708225i  -0.046131568582-0.0419921383i 	-0.099952466233-0.0498729826i  -0.096409623164-0.0694756817i 	-0.093383318108-0.0801186077i  -0.083741121287-0.1030427567i
  9  5   1 	0.046840321901-0.1248603129i  0.031209860976-0.1113260167i 	0.069855778338-0.2402217676i  0.191513437875-0.2747280466i 	0.021292331594-0.2034606749i  0.107952005255-0.2385340355i
  9  5  -1 	-0.054102785246-0.0262575428i  -0.049950846938-0.0260543139i 	-0.108504461552-0.0476797331i  -0.106345338411-0.0654118136i 	-0.099952466233-0.0498729826i  -0.096409623164-0.0694756817i
  9  6  -1 	-0.052805326958-0.0347002428i  -0.053540026818-0.0307116358i 	-0.106345338411-0.0654118136i  -0.103201260608-0.0791356272i 	-0.108504461552-0.0476797331i  -0.106345338411-0.0654118136i
  9  7  -1 	-0.051205819724-0.0409880931i  -0.051995364360-0.0381476179i 	-0.103201260608-0.0791356272i  -0.100550959208-0.0878112725i 	-0.106345338411-0.0654118136i  -0.103201260608-0.0791356272i
  9  8  -1 	-0.050026007826-0.0446439383i  -0.050524788337-0.0431674299i 	-0.100550959208-0.0878112725i  -0.099525541924-0.0907785735i 	-0.103201260608-0.0791356272i  -0.100550959208-0.0878112725i
  9  9  -1 	-0.049762671289-0.0453893367i  -0.049762671289-0.0453893367i 	-0.099525541924-0.0907785735i  -0.100550959208-0.0878112725i 	-0.100550959208-0.0878112725i  -0.099525541924-0.0907785735i
  9 10  -1 	-0.050524788337-0.0431674299i  -0.050026007826-0.0446439383i 	-0.100550959208-0.0878112725i  -0.103201260608-0.0791356272i 	-0.099525541924-0.0907785735i  -0.100550959208-0.0878112725i
 10  1   1 	-0.029633870689-0.0700850899i  0.034211202781+0.0642519781i 	-0.069034258513-0.1275235813i  -0.037168429856-0.1627017120i 	-0.082556165180-0.1057055627i  -0.060740539302-0.1381045630i
 10  2   1 	-0.020084628680-0.0800855725i  -0.024857431859-0.0753883259i 	-0.054911722844-0.1451184021i  -0.012465136791-0.1824832516i 	-0.069034258513-0.1275235813i  -0.037168429856-0.1627017120i
 10  2  -1 	-0.042124917818-0.0513346197i  -0.038420059753-0.0579721869i 	-0.093194503460-0.0809286234i  -0.080065214996-0.1100641078i 	-0.082556165180-0.1057055627i  -0.060740539302-0.1381045630i
 10  3   1 	-0.011494303767-0.0874004943i  -0.015547008986-0.0841090608i 	-0.043032874772-0.1574593293i  0.008778935582-0.1963322789i 	-0.054911722844-0.1451184021i  -0.012465136791-0.1824832516i
 10  3  -1 	-0.047637620058-0.0373614664i  -0.045222247100-0.0444324241i 	-0.099431461339-0.0546065902i  -0.093383318108-0.0801186077i 	-0.093194503460-0.0809286234i  -0.080065214996-0.1100641078i
 10  4   1 	-0.005818520351-0.0916070334i  -0.008176414950-0.0899120212i 	-0.036195916595-0.1638181790i  0.021292331594-0.2034606749i 	-0.043032874772-0.1574593293i  0.008778935582-0.1963322789i
 10  4  -1 	-0.050251495485-0.0231009520i  -0.049322555853-0.0302187710i 	-0.100487852684-0.0282096951i  -0.099952466233-0.0498729826i 	-0.099431461339-0.0546065902i  -0.093383318108-0.0801186077i
 10  5   1 	0.003680963486-0.1051671578i  -0.004592744359-0.0924607796i 	-0.008368971505-0.1995972763i  0.069855778338-0.2402217676i 	-0.036195916595-0.1638181790i  0.021292331594-0.2034606749i
 10  5  -1 	-0.054354681852-0.0162967627i  -0.050419059195-0.0161026649i 	-0.108246996600-0.0272738807i  -0.108504461552-0.0476797331i 	-0.100487852684-0.0282096951i  -0.099952466233-0.0498729826i
 10  6  -1 	-0.054102785246-0.0262575428i  -0.054401757694-0.0214222313i 	-0.108504461552-0.0476797331i  -0.106345338411-0.0654118136i 	-0.108246996600-0.0272738807i  -0.108504461552-0.0476797331i
 10  7  -1 	-0.052805326958-0.0347002428i  -0.053540026818-0.0307116358i 	-0.106345338411-0.0654118136i  -0.103201260608-0.0791356272i 	-0.108504461552-0.0476797331i  -0.106345338411-0.0654118136i
 10  8  -1 	-0.051205819724-0.0409880931i  -0.051995364360-0.0381476179i 	-0.103201260608-0.0791356272i  -0.100550959208-0.0878112725i 	-0.106345338411-0.0654118136i  -0.103201260608-0.0791356272i
 10  9  -1 	-0.050026007826-0.0446439383i  -0.050524788337-0.0431674299i 	-0.100550959208-0.0878112725i  -0.099525541924-0.0907785735i 	-0.103201260608-0.0791356272i  -0.100550959208-0.0878112725i
 10 10  -1 	-0.049762671289-0.0453893367i  -0.049762671289-0.0453893367i 	-0.099525541924-0.0907785735i  -0.100550959208-0.0878112725i 	-0.100550959208-0.0878112725i  -0.099525541924-0.0907785735i
